"user_id","dev_lat","dev_lon","local_datetime"
"wizardly_joliot",38.320611087588254,-36.66675431994056,2024-01-14 04:59:00.000000000
"wizardly_joliot",38.32059120360519,-36.66673264297485,2024-01-14 05:10:00.000000000
"wizardly_joliot",38.32056424461757,-36.666714331687444,2024-01-14 05:12:00.000000000
"wizardly_joliot",38.320631052651876,-36.666781888516404,2024-01-14 05:20:00.000000000
"wizardly_joliot",38.32055662622003,-36.666726699592836,2024-01-14 05:27:00.000000000
"wizardly_joliot",38.32058254015279,-36.66670170709895,2024-01-14 05:29:00.000000000
"wizardly_joliot",38.32064317368161,-36.666775842501146,2024-01-14 05:39:00.000000000
"wizardly_joliot",38.32054085252063,-36.66671189799709,2024-01-14 05:44:00.000000000
"wizardly_joliot",38.32051530510939,-36.666773189186806,2024-01-14 05:50:00.000000000
"wizardly_joliot",38.320562164578284,-36.666762353758806,2024-01-14 05:53:00.000000000
"wizardly_joliot",38.32049820587173,-36.666738404245855,2024-01-14 05:54:00.000000000
"wizardly_joliot",38.32050468756902,-36.66675930218249,2024-01-14 06:06:00.000000000
"wizardly_joliot",38.32052556340119,-36.666752310904705,2024-01-14 06:07:00.000000000
"wizardly_joliot",38.320598056643526,-36.66678084895942,2024-01-14 06:11:00.000000000
"wizardly_joliot",38.32061759624078,-36.666771421369766,2024-01-14 06:13:00.000000000
"wizardly_joliot",38.32063422551921,-36.666765388636904,2024-01-14 06:14:00.000000000
"wizardly_joliot",38.32062567455251,-36.66678177141926,2024-01-14 06:16:00.000000000
"wizardly_joliot",38.32062569006613,-36.66678714955413,2024-01-14 06:21:00.000000000
"wizardly_joliot",38.32061744526761,-36.666803179235856,2024-01-14 06:30:00.000000000
"wizardly_joliot",38.3205608402676,-36.66682188276538,2024-01-14 06:39:00.000000000
"wizardly_joliot",38.32057455990192,-36.66680849101141,2024-01-14 06:59:00.000000000
"wizardly_joliot",38.32058423794785,-36.666793853722744,2024-01-14 07:08:00.000000000
"wizardly_joliot",38.320551455975256,-36.66680809189836,2024-01-14 07:32:00.000000000
"wizardly_joliot",38.32056278873703,-36.66679755829119,2024-01-14 07:33:00.000000000
"wizardly_joliot",38.32053732670022,-36.66683639419546,2024-01-14 07:37:00.000000000
"wizardly_joliot",38.32054928758954,-36.666793775259954,2024-01-14 07:40:00.000000000
"wizardly_joliot",38.320608448182526,-36.66673803393407,2024-01-14 07:59:00.000000000
"wizardly_joliot",38.32048071309616,-36.66709060511421,2024-01-14 08:01:00.000000000
"wizardly_joliot",38.319896332349,-36.666702969515434,2024-01-14 08:03:00.000000000
"wizardly_joliot",38.31976232124363,-36.66665526731355,2024-01-14 08:17:00.000000000
"wizardly_joliot",38.32171486326722,-36.66641103032012,2024-01-14 09:49:00.000000000
"wizardly_joliot",38.32165447397503,-36.666401664140366,2024-01-14 16:49:00.000000000
"wizardly_joliot",38.321649872133264,-36.66639516958415,2024-01-14 16:50:00.000000000
