"user_id","dev_lat","dev_lon","local_datetime"
"admiring_tereshkova",36.6693902909776,-38.31738779382484,"2024-01-13 00:01:54-04:00"
"admiring_tereshkova",36.6693121595103,-38.317450815263925,"2024-01-13 00:05:03-04:00"
"admiring_tereshkova",36.6693593279705,-38.31740731903177,"2024-01-13 00:10:38-04:00"
"admiring_tereshkova",36.66935736152974,-38.31748156219565,"2024-01-13 00:33:07-04:00"
"admiring_tereshkova",36.66942015342876,-38.31743284348208,"2024-01-13 00:36:17-04:00"
"admiring_tereshkova",36.66937526518847,-38.31747050899196,"2024-01-13 01:44:07-04:00"
"admiring_tereshkova",36.66940205709348,-38.31734258479636,"2024-01-13 02:12:28-04:00"
"admiring_tereshkova",36.66944486890797,-38.31734183165379,"2024-01-13 02:15:00-04:00"
"admiring_tereshkova",36.66932028950221,-38.31736659284439,"2024-01-13 02:28:46-04:00"
"admiring_tereshkova",36.66950495669655,-38.31741807526771,"2024-01-13 02:59:59-04:00"
"admiring_tereshkova",36.66933619442447,-38.317415396773725,"2024-01-13 03:13:53-04:00"
"admiring_tereshkova",36.66932470949917,-38.31744438126212,"2024-01-13 03:32:00-04:00"
"admiring_tereshkova",36.66935189777524,-38.3175450342879,"2024-01-13 03:33:56-04:00"
"admiring_tereshkova",36.669264848380855,-38.31739671638008,"2024-01-13 03:36:08-04:00"
"admiring_tereshkova",36.6692828183724,-38.31745046172984,"2024-01-13 04:06:29-04:00"
"admiring_tereshkova",36.66932383155254,-38.31671636761919,"2024-01-13 04:32:25-04:00"
"admiring_tereshkova",36.66931175461327,-38.317574086100805,"2024-01-13 05:25:46-04:00"
"admiring_tereshkova",36.669382438209695,-38.317636398617935,"2024-01-13 06:25:18-04:00"
"admiring_tereshkova",36.66944401440941,-38.31734707455925,"2024-01-13 06:45:08-04:00"
"admiring_tereshkova",36.66936655210589,-38.31741753367744,"2024-01-13 07:23:05-04:00"
"admiring_tereshkova",36.669359451042574,-38.317452754057456,"2024-01-13 07:28:37-04:00"
"admiring_tereshkova",36.66941024242604,-38.31752225644512,"2024-01-13 07:36:20-04:00"
"admiring_tereshkova",36.66926769411363,-38.31751311385606,"2024-01-13 07:57:40-04:00"
"admiring_tereshkova",36.66936566248097,-38.31749031023249,"2024-01-13 07:58:11-04:00"
"admiring_tereshkova",36.66892113277133,-38.31767537828981,"2024-01-13 08:05:08-04:00"
"admiring_tereshkova",36.66884165861357,-38.31766050791108,"2024-01-13 08:14:38-04:00"
"admiring_tereshkova",36.66883946949437,-38.31771495699494,"2024-01-13 08:15:04-04:00"
"admiring_tereshkova",36.66881926741151,-38.31774150286451,"2024-01-13 11:59:42-04:00"
"admiring_tereshkova",36.669836013833375,-38.3169885408507,"2024-01-13 12:21:21-04:00"
"admiring_tereshkova",36.67044624836413,-38.317978912398935,"2024-01-13 12:37:08-04:00"
"admiring_tereshkova",36.67058708351239,-38.31808151997292,"2024-01-13 12:48:08-04:00"
"admiring_tereshkova",36.67045880175066,-38.31803842278726,"2024-01-13 12:56:07-04:00"
"admiring_tereshkova",36.66901695333482,-38.3191027424855,"2024-01-13 18:37:14-04:00"
"admiring_tereshkova",36.66874070519841,-38.31934335203225,"2024-01-13 19:01:21-04:00"
"admiring_tereshkova",36.66897630163943,-38.31892765706331,"2024-01-13 19:23:05-04:00"
"admiring_tereshkova",36.66914560828802,-38.31755226459673,"2024-01-13 20:14:27-04:00"
"admiring_tereshkova",36.66942234906856,-38.31665380849503,"2024-01-13 20:37:39-04:00"
"admiring_tereshkova",36.66922317986285,-38.31749250915747,"2024-01-13 21:11:05-04:00"
"admiring_tereshkova",36.66903874696596,-38.31766338256684,"2024-01-13 21:16:43-04:00"
"admiring_tereshkova",36.66900473591547,-38.31733221509201,"2024-01-13 21:21:13-04:00"
"admiring_tereshkova",36.66887348546916,-38.31764535445382,"2024-01-13 21:37:22-04:00"
"admiring_tereshkova",36.66918935870324,-38.31765337042247,"2024-01-13 21:39:45-04:00"
"admiring_tereshkova",36.6691713009586,-38.31761021764053,"2024-01-13 22:11:22-04:00"
"admiring_tereshkova",36.6691870353805,-38.31752029673743,"2024-01-13 22:14:03-04:00"
"admiring_tereshkova",36.669162493765086,-38.31749982024919,"2024-01-13 22:15:40-04:00"
"admiring_tereshkova",36.669158208032776,-38.31754072694125,"2024-01-13 22:33:04-04:00"
"adoring_khorana",36.66939878351352,-38.31841819132754,"2024-01-13 00:02:49-04:00"
"adoring_khorana",36.66943194035102,-38.31841260559703,"2024-01-13 00:04:15-04:00"
"adoring_khorana",36.66939389298616,-38.318475009493866,"2024-01-13 00:20:24-04:00"
"adoring_khorana",36.66944739393497,-38.3183634332612,"2024-01-13 00:26:29-04:00"
"adoring_khorana",36.669338492448055,-38.31831414919737,"2024-01-13 00:33:04-04:00"
"adoring_khorana",36.669329282343696,-38.318286654353926,"2024-01-13 00:37:43-04:00"
"adoring_khorana",36.66945047412971,-38.31844113036162,"2024-01-13 00:43:11-04:00"
"adoring_khorana",36.66942919814309,-38.31825633941123,"2024-01-13 00:49:51-04:00"
