"user_id","dev_lat","dev_lon","local_datetime"
"wizardly_joliot",38.32121142864353,-36.6675470335399,2024-01-12 03:13:00.000000000
"wizardly_joliot",38.32119503076039,-36.66755411058375,2024-01-12 03:22:00.000000000
"wizardly_joliot",38.32119794699574,-36.66754087544976,2024-01-12 03:23:00.000000000
"wizardly_joliot",38.32123664930438,-36.66751783777715,2024-01-12 03:24:00.000000000
"wizardly_joliot",38.3212192333211,-36.667541873107965,2024-01-12 03:28:00.000000000
"wizardly_joliot",38.3211958173363,-36.66751946711017,2024-01-12 03:32:00.000000000
"wizardly_joliot",38.32123657395584,-36.667499837476356,2024-01-12 03:34:00.000000000
"wizardly_joliot",38.32121140525621,-36.66750844351555,2024-01-12 03:35:00.000000000
"wizardly_joliot",38.32124403889987,-36.667552038411316,2024-01-12 03:48:00.000000000
"wizardly_joliot",38.32124109404451,-36.667529427281345,2024-01-12 03:50:00.000000000
"wizardly_joliot",38.321274009625235,-36.66753397924875,2024-01-12 03:55:00.000000000
"wizardly_joliot",38.32125912927906,-36.6675389061241,2024-01-12 03:56:00.000000000
"wizardly_joliot",38.32124788262297,-36.66752968042491,2024-01-12 03:58:00.000000000
"wizardly_joliot",38.32125817561632,-36.667506239572354,2024-01-12 04:02:00.000000000
"wizardly_joliot",38.3212402366727,-36.667513600741636,2024-01-12 04:05:00.000000000
"wizardly_joliot",38.32125247220486,-36.66752038417724,2024-01-12 04:07:00.000000000
"wizardly_joliot",38.321205652067256,-36.66749770229354,2024-01-12 04:12:00.000000000
"wizardly_joliot",38.32121202993682,-36.66747468729856,2024-01-12 04:19:00.000000000
"wizardly_joliot",38.32121249004624,-36.667485316557936,2024-01-12 04:20:00.000000000
"wizardly_joliot",38.321258262238885,-36.6674727158529,2024-01-12 04:22:00.000000000
"wizardly_joliot",38.321270537980055,-36.66746952712933,2024-01-12 04:24:00.000000000
"wizardly_joliot",38.32128842109153,-36.66745974873705,2024-01-12 04:32:00.000000000
"wizardly_joliot",38.321217049657236,-36.66752886626591,2024-01-12 04:50:00.000000000
"wizardly_joliot",38.321234783516836,-36.66755737208155,2024-01-12 04:53:00.000000000
"youthful_galileo",38.320872321625934,-36.667488917348116,2024-01-12 00:09:00.000000000
"youthful_galileo",38.320754814571686,-36.66752480404725,2024-01-12 00:42:00.000000000
"youthful_galileo",38.32088410169838,-36.66755034626954,2024-01-12 00:46:00.000000000
"youthful_galileo",38.32075594500328,-36.667496307916544,2024-01-12 04:29:00.000000000
"youthful_galileo",38.32000304981073,-36.66776917244106,2024-01-12 08:10:00.000000000
"youthful_galileo",38.32001272089073,-36.6678022502614,2024-01-12 08:21:00.000000000
"youthful_galileo",38.31997475890387,-36.66791789119379,2024-01-12 08:23:00.000000000
"youthful_galileo",38.320014655162076,-36.6677617655503,2024-01-12 08:40:00.000000000
"youthful_galileo",38.319965184725774,-36.66779305938952,2024-01-12 09:28:00.000000000
"youthful_galileo",38.32002802265989,-36.66779547161522,2024-01-12 09:49:00.000000000
"youthful_galileo",38.320024789341744,-36.66777815622761,2024-01-12 09:52:00.000000000
"youthful_galileo",38.32004052201349,-36.66772741364458,2024-01-12 10:08:00.000000000
"youthful_galileo",38.320057122617655,-36.66776762068348,2024-01-12 10:38:00.000000000
"youthful_galileo",38.32008969441189,-36.66789371204359,2024-01-12 10:47:00.000000000
