Unnamed: 0,missed_fraction,merged_fraction,split_fraction,precision,recall,f1,user,algorithm,user_idx
0,0.8739837398373984,0.0,0.008130081300813,1.0,0.0962301587301587,0.1755656108597285,gracious_babbage,oracle,75
1,0.8983739837398373,0.008130081300813,0.016260162601626,0.99795605518651,0.096875,0.1766062305014242,gracious_babbage,lachesis,75
2,0.902439024390244,0.008130081300813,0.0203252032520325,0.998046875,0.1013888888888888,0.1840778097982708,gracious_babbage,ta-dbscan,75
3,0.8739837398373984,0.0934959349593495,0.0040650406504065,0.9651027530050408,0.1234623015873015,0.2189190377765073,gracious_babbage,hdbscan,75
4,0.6869158878504673,0.0,0.0093457943925233,0.9992584352984798,0.4010416666666667,0.5723691196771796,happy_ritchie,oracle,80
5,0.705607476635514,0.0233644859813084,0.0934579439252336,0.9952303079858272,0.3622519841269841,0.5311659029747618,happy_ritchie,lachesis,80
6,0.719626168224299,0.0514018691588785,0.0467289719626168,0.9954205832730778,0.4097222222222222,0.5805046032750018,happy_ritchie,ta-dbscan,80
7,0.7009345794392523,0.0841121495327102,0.1401869158878504,0.9835336003560302,0.2192460317460317,0.3585625050701712,happy_ritchie,hdbscan,80
8,0.6634615384615384,0.0432692307692307,0.0144230769230769,0.9964285714285714,0.5397321428571429,0.7001930501930501,heuristic_lamport,oracle,82
9,0.7067307692307693,0.0865384615384615,0.0336538461538461,0.9942007295856328,0.5272321428571428,0.6890538394217366,heuristic_lamport,lachesis,82
10,0.7644230769230769,0.0913461538461538,0.0288461538461538,0.994767333208746,0.5280753968253968,0.689909921586417,heuristic_lamport,ta-dbscan,82
11,0.5961538461538461,0.3990384615384615,0.0048076923076923,0.9793107907157174,0.7513392857142858,0.8503101580262162,heuristic_lamport,hdbscan,82
12,0.7877358490566038,0.0,0.0377358490566037,0.9998119947358526,0.2637896825396825,0.4174418148278974,hungry_fermi,oracle,88
13,0.839622641509434,0.0094339622641509,0.0377358490566037,0.9997920997920998,0.2385416666666666,0.3851822186623949,hungry_fermi,lachesis,88
14,0.8679245283018868,0.0094339622641509,0.0235849056603773,0.9997903124344726,0.2365079365079365,0.3825263749047294,hungry_fermi,ta-dbscan,88
15,0.7830188679245284,0.1886792452830188,0.0141509433962264,0.982396750169262,0.3598710317460317,0.5267743692140134,hungry_fermi,hdbscan,88
16,0.8387096774193549,0.0,0.0080645161290322,1.0,0.1379464285714285,0.2424480188309141,inspiring_beaver,oracle,92
