uid,timestamp,longitude,latitude,x,y,date,datetime,ha
unruffled_dijkstra,1704111865,-75.15977246482717,39.94577274461922,-8366747.598922865,4858065.24876083,2024-01-01,2024-01-01 08:24:25-04:00,6.2184024497104815
unruffled_dijkstra,1704112285,-75.15927544925256,39.944706526553134,-8366692.271402184,4857910.432943855,2024-01-01,2024-01-01 08:31:25-04:00,8.556419292139546
unruffled_dijkstra,1704112385,-75.15940674710708,39.9447192611378,-8366706.88741249,4857912.282002704,2024-01-01,2024-01-01 08:33:05-04:00,6.17876930749669
unruffled_dijkstra,1704112445,-75.1592693186293,39.94463689391403,-8366691.588944322,4857900.322306297,2024-01-01,2024-01-01 08:34:05-04:00,7.470250406534962
unruffled_dijkstra,1704112504,-75.15938327669701,39.94461133460282,-8366704.274698394,4857896.611104835,2024-01-01,2024-01-01 08:35:04-04:00,11.468033112561116
unruffled_dijkstra,1704112605,-75.15931068278027,39.94463072513438,-8366696.193580547,4857899.426601906,2024-01-01,2024-01-01 08:36:45-04:00,6.71792745992565
unruffled_dijkstra,1704112663,-75.15931413572079,39.94467567039593,-8366696.577960126,4857905.952638149,2024-01-01,2024-01-01 08:37:43-04:00,8.00550768257414
unruffled_dijkstra,1704112787,-75.15936246958435,39.94459785216537,-8366701.958461206,4857894.653461028,2024-01-01,2024-01-01 08:39:47-04:00,5.67659177937231
unruffled_dijkstra,1704113257,-75.1594998164885,39.94459377556662,-8366717.247848639,4857894.061540812,2024-01-01,2024-01-01 08:47:37-04:00,5.975421833915394
unruffled_dijkstra,1704113341,-75.15932122255343,39.94456783151865,-8366697.366862727,4857890.294478115,2024-01-01,2024-01-01 08:49:01-04:00,7.30086761451035
unruffled_dijkstra,1704113727,-75.15950984877527,39.944634321903024,-8366718.364637693,4857899.948851296,2024-01-01,2024-01-01 08:55:27-04:00,6.560212370446124
unruffled_dijkstra,1704113763,-75.15933952088301,39.94452792363786,-8366699.403823459,4857884.499876715,2024-01-01,2024-01-01 08:56:03-04:00,20.49202999001772
unruffled_dijkstra,1704113913,-75.15945465401484,39.94463877338959,-8366712.220385067,4857900.595205431,2024-01-01,2024-01-01 08:58:33-04:00,7.214356485303001
unruffled_dijkstra,1704113973,-75.15952451689263,39.94471539661857,-8366719.997485049,4857911.720875339,2024-01-01,2024-01-01 08:59:33-04:00,30.737772690742503
unruffled_dijkstra,1704114117,-75.15911417676348,39.94457726850033,-8366674.318630819,4857891.664722937,2024-01-01,2024-01-01 09:01:57-04:00,5.6514426146981975
unruffled_dijkstra,1704114124,-75.15909766543572,39.944794155905136,-8366672.4805982215,4857923.156713156,2024-01-01,2024-01-01 09:02:04-04:00,6.881745382494183
unruffled_dijkstra,1704114280,-75.15903200254031,39.945226927577245,-8366665.1710381415,4857985.995336658,2024-01-01,2024-01-01 09:04:40-04:00,6.822886328078537
unruffled_dijkstra,1704114428,-75.15900016435893,39.94596770242114,-8366661.626828001,4858093.55706899,2024-01-01,2024-01-01 09:07:08-04:00,6.037749679801746
unruffled_dijkstra,1704114535,-75.15904115882138,39.946179223775914,-8366666.190310688,4858124.270533248,2024-01-01,2024-01-01 09:08:55-04:00,6.893278910753681
unruffled_dijkstra,1704114632,-75.15924785245062,39.94718580097465,-8366689.199340244,4858270.429525476,2024-01-01,2024-01-01 09:10:32-04:00,28.107583880275406
unruffled_dijkstra,1704114721,-75.15897360504451,39.947769912047306,-8366658.670258643,4858355.245750589,2024-01-01,2024-01-01 09:12:01-04:00,7.731906427115632
unruffled_dijkstra,1704114797,-75.15909713195612,39.94803839800751,-8366672.421211544,4858394.231670584,2024-01-01,2024-01-01 09:13:17-04:00,7.557453245843301
unruffled_dijkstra,1704114884,-75.15893426935521,39.94820985888399,-8366654.291429741,4858419.128992969,2024-01-01,2024-01-01 09:14:44-04:00,7.854016347652559
unruffled_dijkstra,1704115014,-75.15901514048241,39.94876116631794,-8366663.29396244,4858499.18312375,2024-01-01,2024-01-01 09:16:54-04:00,7.64299829404099
unruffled_dijkstra,1704119269,-75.16029438256892,39.95051702133821,-8366805.698540113,4858754.151239961,2024-01-01,2024-01-01 10:27:49-04:00,8.944674445867607
unruffled_dijkstra,1704119347,-75.16021312507412,39.95051326187067,-8366796.652997169,4858753.605319812,2024-01-01,2024-01-01 10:29:07-04:00,5.58847398064557
unruffled_dijkstra,1704119405,-75.16022328110809,39.950491685885275,-8366797.783561697,4858750.472226406,2024-01-01,2024-01-01 10:30:05-04:00,5.6162830748043255
