uid,timestamp,tz_offset,longitude,latitude
wizardly_joliot,1704120060,-18000,38.32166879043583,-36.6675881738737
wizardly_joliot,1704122760,-18000,38.32184870122508,-36.66746693826734
wizardly_joliot,1704124380,-18000,38.321752388413316,-36.66746446773121
wizardly_joliot,1704137280,-18000,38.32162923134425,-36.66737374769511
wizardly_joliot,1704138780,-18000,38.32163608276107,-36.66723797315741
wizardly_joliot,1704139740,-18000,38.321653909469866,-36.66728134033216
wizardly_joliot,1704140340,-18000,38.32164101986693,-36.66733797634022
wizardly_joliot,1704143280,-18000,38.32158858183004,-36.667409535468515
wizardly_joliot,1704143400,-18000,38.32168708595001,-36.66752355205186
wizardly_joliot,1704143580,-18000,38.32170297657404,-36.66746037628177
wizardly_joliot,1704144180,-18000,38.32165315424147,-36.66739150910064
wizardly_joliot,1704145260,-18000,38.321607403985475,-36.66741303929538
wizardly_joliot,1704145860,-18000,38.32163348527979,-36.66742964078803
wizardly_joliot,1704167580,-18000,38.320588911605604,-36.66682269773494
wizardly_joliot,1704170520,-18000,38.32073250587602,-36.66673374833745
wizardly_joliot,1704170700,-18000,38.32072683685665,-36.666724383984445
wizardly_joliot,1704220080,-18000,38.3195996393604,-36.66741942588149
wizardly_joliot,1704222180,-18000,38.32013020941976,-36.667830675743765
wizardly_joliot,1704222360,-18000,38.32005182831559,-36.667734334296924
wizardly_joliot,1704223020,-18000,38.320075544617545,-36.667833376623626
wizardly_joliot,1704225960,-18000,38.32176673805521,-36.667710900973525
wizardly_joliot,1704226680,-18000,38.32176927530697,-36.66757203204075
wizardly_joliot,1704226980,-18000,38.321759157704314,-36.6676120026646
wizardly_joliot,1704227640,-18000,38.32183603838966,-36.66765743370531
wizardly_joliot,1704231600,-18000,38.3216776394564,-36.66760597432256
wizardly_joliot,1704231720,-18000,38.32164093407962,-36.6675916091259
wizardly_joliot,1704232320,-18000,38.321649336176705,-36.6675871102672
wizardly_joliot,1704233820,-18000,38.32157289634679,-36.66753014206416
wizardly_joliot,1704234420,-18000,38.32145340502827,-36.667505121146846
wizardly_joliot,1704235260,-18000,38.32172394660146,-36.667594136171125
wizardly_joliot,1704237840,-18000,38.320623809463136,-36.66678692281688
wizardly_joliot,1704243960,-18000,38.32062851121914,-36.66661697497164
wizardly_joliot,1704245100,-18000,38.32067031665641,-36.66672799591875
wizardly_joliot,1704246840,-18000,38.32065608805904,-36.66685460933948
wizardly_joliot,1704250740,-18000,38.32083661013508,-36.666691299883745
wizardly_joliot,1704252060,-18000,38.32081032326152,-36.666807452729344
wizardly_joliot,1704252660,-18000,38.32073368503646,-36.66677214251099
wizardly_joliot,1704253080,-18000,38.32073036263675,-36.66690165486732
wizardly_joliot,1704257040,-18000,38.32067770070587,-36.66679721044321
wizardly_joliot,1704257280,-18000,38.32061787198383,-36.66676479843084
wizardly_joliot,1704258240,-18000,38.32072846098701,-36.666799203541316
wizardly_joliot,1704258600,-18000,38.320734912960624,-36.666768043337626
wizardly_joliot,1704260160,-18000,38.32079688936317,-36.666795042060066
wizardly_joliot,1704260580,-18000,38.32061027392399,-36.66673676295388
wizardly_joliot,1704261240,-18000,38.32069257739328,-36.66676801442277
wizardly_joliot,1704263520,-18000,38.320635193381506,-36.66678774408965
wizardly_joliot,1704266340,-18000,38.32084857839014,-36.66678219097098
wizardly_joliot,1704278700,-18000,38.32076318621834,-36.666729832154665
wizardly_joliot,1704278760,-18000,38.32081751893651,-36.666845728325505
wizardly_joliot,1704280560,-18000,38.320790178898115,-36.666756994468024
wizardly_joliot,1704281160,-18000,38.3208147054409,-36.66679918752494
wizardly_joliot,1704292680,-18000,38.31991258853757,-36.66767950707583
wizardly_joliot,1704293340,-18000,38.32005991055326,-36.66778690788233
wizardly_joliot,1704293520,-18000,38.32005259201342,-36.66772119320791
wizardly_joliot,1704294120,-18000,38.320021659858526,-36.667837842555045
wizardly_joliot,1704295260,-18000,38.31998591625489,-36.66767506516058
wizardly_joliot,1704296400,-18000,38.31997222172888,-36.66776923714929
wizardly_joliot,1704297600,-18000,38.32164273355652,-36.667556962743646
wizardly_joliot,1704297720,-18000,38.32173034861849,-36.66749136589547
wizardly_joliot,1704299160,-18000,38.32178002478204,-36.66755308928808
wizardly_joliot,1704299700,-18000,38.32179625238799,-36.66762205191636
wizardly_joliot,1704300360,-18000,38.321820389647144,-36.66758750822486
wizardly_joliot,1704300600,-18000,38.32171133099478,-36.66762149635044
wizardly_joliot,1704303720,-18000,38.32021871512143,-36.666302980566144
wizardly_joliot,1704318300,-18000,38.3216123007929,-36.66755578152589
wizardly_joliot,1704318600,-18000,38.321646732553916,-36.66753707738229
wizardly_joliot,1704319020,-18000,38.32154205260048,-36.66762630107537
wizardly_joliot,1704321000,-18000,38.32162732170312,-36.66762065394782
wizardly_joliot,1704323040,-18000,38.32146980844301,-36.66708327079524
wizardly_joliot,1704371160,-18000,38.321334451902295,-36.66734821519189
wizardly_joliot,1704371760,-18000,38.32140963216188,-36.66734873341876
wizardly_joliot,1704372420,-18000,38.32137778969896,-36.667308266956084
wizardly_joliot,1704374040,-18000,38.321564412835265,-36.66743848449639
wizardly_joliot,1704374220,-18000,38.32168958915498,-36.66740260650583
wizardly_joliot,1704374640,-18000,38.32157926811461,-36.66735381490643
wizardly_joliot,1704375960,-18000,38.321662484249686,-36.66745666298217
wizardly_joliot,1704421740,-18000,38.320766359107694,-36.66666439476837
wizardly_joliot,1704423360,-18000,38.32076264658141,-36.66678280172839
wizardly_joliot,1704423420,-18000,38.3207307195881,-36.666752995002234
wizardly_joliot,1704423720,-18000,38.32070789018172,-36.66679767146121
wizardly_joliot,1704425040,-18000,38.32064655730335,-36.66677047929422
wizardly_joliot,1704425880,-18000,38.320624926264955,-36.66689021464333
wizardly_joliot,1704427680,-18000,38.320788875520485,-36.666714687851396
wizardly_joliot,1704451800,-18000,38.3207058876427,-36.66679276769597
wizardly_joliot,1704452520,-18000,38.32078152461104,-36.666866649670204
wizardly_joliot,1704452640,-18000,38.32075852546168,-36.66683579942508
wizardly_joliot,1704454260,-18000,38.32070440042262,-36.666810555843625
wizardly_joliot,1704455220,-18000,38.32071268060059,-36.6667769936136
wizardly_joliot,1704455520,-18000,38.32070123324372,-36.666816655851704
wizardly_joliot,1704456720,-18000,38.32072539453485,-36.66684352998755
wizardly_joliot,1704469980,-18000,38.321691693817876,-36.667482213095404
wizardly_joliot,1704470340,-18000,38.32168724708087,-36.66742819255406
wizardly_joliot,1704471060,-18000,38.32174371082146,-36.66755638633724
wizardly_joliot,1704472140,-18000,38.32165535348621,-36.66754609980349
wizardly_joliot,1704484980,-18000,38.32052919345432,-36.66652300900796
wizardly_joliot,1704490980,-18000,38.32169252072502,-36.66741839540613
wizardly_joliot,1704491400,-18000,38.32161996445042,-36.667335462013064
wizardly_joliot,1704495360,-18000,38.3215944011267,-36.667414267295456
wizardly_joliot,1704500820,-18000,38.32070862429849,-36.666757805955285
wizardly_joliot,1704520680,-18000,38.3206477628303,-36.66676095667751
wizardly_joliot,1704520740,-18000,38.32062626778983,-36.66670916891979
wizardly_joliot,1704521340,-18000,38.32070689421732,-36.66669515866046
wizardly_joliot,1704523020,-18000,38.32062870957327,-36.66669295791512
wizardly_joliot,1704590340,-18000,38.32069013710285,-36.666753143595265
wizardly_joliot,1704592920,-18000,38.32075500046163,-36.666729383907786
wizardly_joliot,1704618120,-18000,38.320653030750336,-36.666767318618696
wizardly_joliot,1704618240,-18000,38.32076204140148,-36.66674920979482
wizardly_joliot,1704618780,-18000,38.32071245584052,-36.666763987544535
wizardly_joliot,1704619620,-18000,38.32067517824663,-36.666692343855914
wizardly_joliot,1704619860,-18000,38.320660287820225,-36.666716995538984
wizardly_joliot,1704621360,-18000,38.32058480044437,-36.66672271083568
wizardly_joliot,1704622140,-18000,38.320779753934524,-36.66679086785649
wizardly_joliot,1704624480,-18000,38.32064358221737,-36.666738471522436
wizardly_joliot,1704625080,-18000,38.32075355648864,-36.66679046276615
wizardly_joliot,1704625440,-18000,38.3205202337294,-36.66673640652356
wizardly_joliot,1704628200,-18000,38.32065864452348,-36.66678328672765
wizardly_joliot,1704629580,-18000,38.32070124451948,-36.66684719593194
wizardly_joliot,1704638040,-18000,38.319961904796926,-36.667452307043014
wizardly_joliot,1704638280,-18000,38.320079760963516,-36.667493183803614
wizardly_joliot,1704639480,-18000,38.32009381495684,-36.66738353874033
wizardly_joliot,1704639600,-18000,38.32003709015851,-36.66741570482153
wizardly_joliot,1704641040,-18000,38.3202362907562,-36.66752082608602
wizardly_joliot,1704641100,-18000,38.320155144725945,-36.66744843206083
wizardly_joliot,1704746400,-18000,38.32162831391929,-36.66752426119248
wizardly_joliot,1704825360,-18000,38.31971205186517,-36.667377497635776
wizardly_joliot,1704825480,-18000,38.319712410547346,-36.667328809204214
wizardly_joliot,1704827340,-18000,38.320222766229435,-36.6673028875003
wizardly_joliot,1704828720,-18000,38.320218818287856,-36.667314955630864
wizardly_joliot,1704840780,-18000,38.320076669521676,-36.66726338109831
wizardly_joliot,1704844260,-18000,38.32043004169303,-36.6668470543996
